t[s],a[g]
15.02,-0.1426095555
15.04,-0.02830046829
15.06,0.0305207883
15.08,0.1571244926
15.1,0.1565229404
15.12,0.1229859055
15.14,0.1016803015
15.16,0.03275288176
15.18,0.02719793856
15.2,-0.01411759594
15.22,-0.05890226832
15.24,0.04407179951
15.26,0.08327737986
15.28,0.1128148036
15.3,0.2238045071
15.32,0.2499445395
15.34,0.2845282595
15.36,0.3751747234
15.38,0.3521235959
15.4,0.3105028858
15.42,0.33308551
15.44,0.3024405282
15.46,0.2684615434
15.48,0.2573884156
15.5,0.1714181419
15.52,0.1506520997
15.54,0.155009903
15.56,0.1643772299
15.58,0.2208947514
15.6,0.1996204279
15.62,0.1973861881
15.64,0.2502151043
15.66,0.1318723972
15.68,0.02672538953
15.7,-0.01535263362
15.72,-0.0612073315
15.74,-0.02009503855
15.76,-0.06266709588
15.78,-0.1987056468
15.8,-0.2495729585
15.82,-0.3519059837
15.84,-0.4195725558
15.86,-0.3544343676
15.88,-0.304399368
15.9,-0.2122585859
15.92,-0.118357776
15.94,-0.1276011405
15.96,-0.09364350292
15.98,-0.09933062079
16.0,-0.1540293287
16.02,-0.1959175014
16.04,-0.2126542816
16.06,-0.1601649449
16.08,-0.1427386071
16.1,-0.1459137457
16.12,-0.09084826305
16.14,-0.09706542083
16.16,-0.07412774385
16.18,0.001346179137
16.2,0.06267490489
16.22,0.1237860576
16.24,0.1095551134
16.26,0.05825924234
16.28,-0.005657609136
16.3,-0.1072463942
16.32,-0.1137935645
16.34,-0.1168345895
16.36,-0.1433654352
16.38,-0.1428628241
16.4,-0.1665523148
16.42,-0.19631918
16.44,-0.1638733357
16.46,-0.1090969531
16.48,-0.0840510672
16.5,-0.01222285628
16.52,0.008733932344
16.54,-0.04439872047
16.56,-0.01194216957
16.58,-0.08196718629
16.6,-0.1670523885
16.62,-0.1155698398
16.64,-0.147130355
16.66,-0.1189724536
16.68,-0.06344869515
16.7,-0.1112398292
16.72,-0.118703119
16.74,-0.2265301338
16.76,-0.2830652966
16.78,-0.2387089256
16.8,-0.2521620121
16.82,-0.1933658712
16.84,-0.1785150176
16.86,-0.1639322802
16.88,-0.1115479353
16.9,-0.1911368901
16.92,-0.1926962488
16.94,-0.1869278174
16.96,-0.1887714458
16.98,-0.08336644965
17.0,-0.05609974154
17.02,0.04890463621
17.04,0.1454138871
17.06,0.147172542
17.08,0.2580142163
17.1,0.29861199
17.12,0.3637513208
17.14,0.4722631666
17.16,0.440398982
17.18,0.4268595039
17.2,0.4142647253
17.22,0.3984985327
17.24,0.4382222756
17.26,0.4376479305
17.28,0.4381122911
17.3,0.404601183
17.32,0.3669660601
17.34,0.3009337055
17.36,0.2635384234
17.38,0.2587043548
17.4,0.1904024102
17.42,0.1605684526
17.44,0.1396376646
17.46,0.09419925944
17.48,0.111802313
17.5,0.08312976517
17.52,0.04569956785
17.54,0.006145959703
17.56,-0.04478386402
17.58,-0.0502455866
17.6,-0.07098881212
17.62,-0.02430233639
17.64,0.003736748057
17.66,-0.03173648554
