t[s],a[g]
17.64,0.05363107876
17.66,-0.2132802327
17.68,0.349938614
17.7,0.5997898255
17.72,0.6548536535
17.74,0.8232500586
17.76,0.6321563956
17.78,0.5375705392
17.8,0.4251084009
17.82,0.1000382036
17.84,0.08966319089
17.86,0.1344017901
17.88,0.2481449389
17.9,0.4489643392
17.92,0.2181315812
17.94,-0.1051675104
17.96,-0.0136693079
17.98,-0.2096503374
18.0,-0.5321640645
18.02,-0.518483083
18.04,-1.066861019
18.06,-1.243220473
18.08,-0.7550373046
18.1,-0.7013236017
18.12,-0.5147370691
18.14,-0.2180656026
18.16,-0.2886813366
18.18,-0.1817712524
18.2,-0.246816788
18.22,-0.2385294857
18.24,-0.1769663723
18.26,-0.3633186146
18.28,-0.4869344252
18.3,-0.4930111494
18.32,-0.7823441732
18.34,-0.9553744277
18.36,-0.4729756812
18.38,-0.08186419989
18.4,-0.1841386148
18.42,-0.1704581641
18.44,-0.155750273
18.46,0.0401973059
18.48,0.3965411161
18.5,0.1712215097
18.52,0.01756764392
18.54,-0.2068600014
18.56,-0.6590261973
18.58,-0.3573270209
18.6,-0.1916560475
18.62,-0.211804883
18.64,0.0004799341779
18.66,0.1941198084
18.68,0.8769212314
18.7,1.059399551
18.72,0.5949323475
18.74,0.2815902471
18.76,-0.2240943045
18.78,-0.4605055334
18.8,-0.6467182311
18.82,-0.7598749906
18.84,-0.2381579798
18.86,-0.0396330062
18.88,-0.07457718501
18.9,0.06883480656
18.92,0.1515774065
18.94,0.1985427861
18.96,0.2322345159
18.98,0.291709511
19.0,0.2478419795
19.02,0.6871008131
19.04,1.28636781
19.06,0.9320706336
19.08,0.7617509009
19.1,0.6493546136
19.12,0.2702402106
19.14,0.1665919857
19.16,0.04039989361
19.18,0.1379205493
19.2,0.2065375482
19.22,-0.1406475316
19.24,-0.1584219461
19.26,-0.09071466063
19.28,-0.03848253736
19.3,0.1419017024
19.32,0.155520416
19.34,-0.1082350037
19.36,-0.08179447399
19.38,0.06259010899
19.4,0.1360288836
19.42,0.3355328543
19.44,0.2573939992
19.46,-0.1359796216
19.48,-0.1455122873
19.5,-0.2202823259
19.52,-0.5488912269
19.54,-0.7243335729
19.56,-0.7733424803
19.58,-0.5479365528
19.6,-0.4687294113
19.62,-0.4458809425
19.64,-0.2953707886
19.66,-0.4972018206
19.68,-0.3425134046
19.7,-0.2856292897
19.72,-0.4430816275
19.74,-0.1154236474
19.76,0.1323573622
19.78,0.4911974896
19.8,0.5738153344
19.82,0.2956961443
19.84,0.1511060125
19.86,-0.1611386561
19.88,-0.2566023918
19.9,-0.2181200906
19.92,-0.4070928223
19.94,-0.2478084754
19.96,0.03686300597
19.98,0.2504689579
